📺 央视频道,#genre#
J2,https://dispatch.ulivetv.net/v/live/ccns1caueri8.m3u8?stream_id=ccns1caueri8&timestamp=1686312552&rand=bGny6hLVof&uuid=9b647b3816b2a66a&from=web&sign=0ebd922ca5dc14b159820b91ae9bb82e
J2,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxHxPuwYBkq3c9qPtWNUkGtg/ts
J2,http://r.jdshipin.com/Nr5jq
J2,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-2217b642-a563-4037-bd99-cb19b7f6079f.m3u8?by=169169
J2,http://flv.mp4cdn.live/gt-key=85IUHH9OIYUFFJIJYRGDW8802.php?id=5
无线财经,https://dispatch.ulivetv.net/v/live/ccns2zd6z3y8.m3u8?stream_id=ccns2zd6z3y8&timestamp=1686276853&rand=1xBXJ7XCnx&uuid=9b647b3816b2a66a&from=web&sign=0f8e8d63dedcb39beaaf15fd026e6627
无线财经,http://r.jdshipin.com/jUx8K
无线财经,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-09afaab7-405f-47bc-aac9-8ae202205462.m3u8?by=169169
无线财经,http://flv.mp4cdn.live/gt-key=85IUHH9OIYUFFJIJYRGDW8802.php?id=14
明珠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxEzv3SLBhKEUmYG73triGDY/ts
明珠台,https://dispatch.ulivetv.net/v/live/ccns2cw1d7ls.m3u8?stream_id=ccns2cw1d7ls&timestamp=1686312605&rand=tO1JGrXmjL&uuid=9b647b3816b2a66a&from=web&sign=477fda8433634b8b2e3c3e9e64fc5c41
明珠台,http://xjayrf.eatuo.com:9901/tsfile/live/1005_1.m3u8
明珠台,http://flv.mp4cdn.live/gt-key=85IUHH9OIYUFFJIJYRGDW8802.php?id=3
HOY资讯,https://dispatch.ulivetv.net/v/live/cn6djw7s44ow.m3u8?stream_id=cn6djw7s44ow&timestamp=1686312809&rand=R6gGxI9TaH&uuid=9b647b3816b2a66a&from=web&sign=e3818cc15a28c2c6b3b52d3475f193be
HOY TV,https://dispatch.ulivetv.net/v/live/ccnrzuw0kla8.m3u8?stream_id=ccnrzuw0kla8&timestamp=1686312768&rand=cidk3uU7zb&uuid=9b647b3816b2a66a&from=web&sign=9de9834fec7256066532c141b77b5dc8
HOY TV,http://flv.mp4cdn.live/gt-key=85IUHH9OIYUFFJIJYRGDW8802.php?id=1
ViuTV,https://dispatch.ulivetv.net/v/live/ccnuwp0ol8zk.m3u8?stream_id=ccnuwp0ol8zk&timestamp=1686312626&rand=1QvR1usN8y&uuid=9b647b3816b2a66a&from=web&sign=4b46e32e2feb6d5965f87b3ee47f3dbe
ViuTV,http://r.jdshipin.com/vSJvl
ViuTV,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-68466204-dbfa-47d8-9415-634aeb58a98f.m3u8?by=169169
Now财经,https://dispatch.ulivetv.net/v/live/cnnrkvw6g98g.m3u8?stream_id=cnnrkvw6g98g&timestamp=1686312672&rand=0zuS38Je8f&uuid=9b647b3816b2a66a&from=web&sign=a8081b1d965930e4425d8744f6d74c72
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream1/streamPlaylist.m3u8
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
J1,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153395&extension=ts&play_token=Pd3SDU2VSy
TVBRICS,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
測試001,http://sc2022.stream-link.org/tv2306.php?id=c01
測試002,http://sc2022.stream-link.org/tv2306.php?id=c02
測試003,http://sc2022.stream-link.org/tv2306.php?id=c03
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h01
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h02
J2,http://sc2022.stream-link.org/tv2306.php?id=h03
无线新闻,http://sc2022.stream-link.org/tv2306.php?id=h04
无线财经,http://sc2022.stream-link.org/tv2306.php?id=h05
无线新闻,http://sc2022.stream-link.org/tv2306.php?id=h06
无线财经,http://sc2022.stream-link.org/tv2306.php?id=h07
港台电视31,http://sc2022.stream-link.org/tv2306.php?id=h08
港台电视32,http://sc2022.stream-link.org/tv2306.php?id=h09
HOY TV,http://sc2022.stream-link.org/tv2306.php?id=h13
HOY资讯,http://sc2022.stream-link.org/tv2306.php?id=h14
HOY资讯,http://sc2022.stream-link.org/tv2306.php?id=h15
凤凰资讯,http://sc2022.stream-link.org/tv2306.php?id=h16
凤凰香港,http://sc2022.stream-link.org/tv2306.php?id=h17


📺 台湾,#genre#
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民视新闻,http://123.51.230.108:18663/.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/playlist.m3u8
TVBS新闻,http://line.gofast-tv.me:80/play/live.php?mac=00:1A:79:6F:5A:5D&stream=153397&extension=ts&play_token=mpwdCCQONG
TVBS新闻,rtmp://119.81.124.89/sat/tv551
TVBS新闻,rtmp://219.80.97.77/sat/tv551
东森新闻,http://129fy28039.zicp.fun:8181/tsfile/live/1201_1.m3u8
东森新闻,http://61.221.81.93:8078/hls/33/80/ebcnews.m3u8
东森财经新闻,http://123.51.149.68:18515/0.m3u8
东森财经新闻,http://123.51.230.108:18515/1.m3u8
东森财经新闻,http://123.51.230.108:18515/.m3u8
东森财经新闻,rtmp://219.80.97.77/sat/tv571
东森新闻,http://sc2022.stream-link.org/tv2306.php?id=t01
东森财经新闻,http://sc2022.stream-link.org/tv2306.php?id=t02
中天新闻,http://sc2022.stream-link.org/tv2306.php?id=t03
华视新闻,http://sc2022.stream-link.org/tv2306.php?id=t04
华视新闻,http://pull-f5-spe.ixigua.com/live/pa_chong_bo_cts_new.flv
中视新闻,http://sc2022.stream-link.org/tv2306.php?id=t05
民视新闻,http://sc2022.stream-link.org/tv2306.php?id=t06
寰宇新闻,http://pull-f5-spe.ixigua.com/live/pa_chong_bo_global_new.flv
寰宇國際新闻,http://sc2022.stream-link.org/tv2306.php?id=t07
寰宇台灣新闻,http://sc2022.stream-link.org/tv2306.php?id=t08
三立財經新闻,http://sc2022.stream-link.org/tv2306.php?id=t09
三立新闻,http://sc2022.stream-link.org/tv2306.php?id=t10
三立新闻+,http://sc2022.stream-link.org/tv2306.php?id=t11
台视新闻,http://sc2022.stream-link.org/tv2306.php?id=t12
TVBS新闻,http://sc2022.stream-link.org/tv2306.php?id=t13
中天新闻,http://sc2022.stream-link.org/list.php?id=t003
中天新闻2台,http://pull-f5-spe.ixigua.com/live/pa_chong_bo_cti2.flv
东森新闻,http://pull-f5-spe.ixigua.com/live/pa_chong_bo_ebc_news.flv
东森新闻,http://sc2022.stream-link.org/list.php?id=t001
三立新闻,http://pull-f5-spe.ixigua.com/live/pa_chong_bo_set_live.flv
三立新闻,http://sc2022.stream-link.org/list.php?id=t010

台视,rtmp://119.81.124.89/sat/tv071
中视,rtmp://119.81.124.89/sat/tv091
民视,rtmp://119.81.124.89/sat/tv051
华视,rtmp://119.81.124.89/sat/tv111
台视,rtmp://219.80.97.77/sat/tv071
中视,rtmp://219.80.97.77/sat/tv091
民视,rtmp://219.80.97.77/sat/tv051
华视,rtmp://219.80.97.77/sat/tv111
东森卫视,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
东森超视,http://129fy28039.zicp.fun:8181/tsfile/live/1212_1.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森美洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
八大第一,http://123.51.230.108:18539/.m3u8
八大娱乐台,http://129fy28039.zicp.fun:8181/tsfile/live/1211_1.m3u8
TVBS欢乐,rtmp://119.81.124.89/sat/tv421
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
东森美洲,http://38.64.72.148/hls/modn/list/2016/chunklist0.m3u8
三立台湾,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立都会,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
TVBSHD,http://sc2022.stream-link.org/tv2306.php?id=t14
中天亚洲,http://sc2022.stream-link.org/tv2306.php?id=t15
TVBS亚洲,http://sc2022.stream-link.org/tv2306.php?id=t16
民视,http://sc2022.stream-link.org/tv2306.php?id=t17
民视第一台,http://sc2022.stream-link.org/tv2306.php?id=t18
民視台湾台,http://sc2022.stream-link.org/tv2306.php?id=t19
民视綜藝台,http://sc2022.stream-link.org/tv2306.php?id=t20
民视旅遊台,http://sc2022.stream-link.org/tv2306.php?id=t22
三立台湾,http://sc2022.stream-link.org/tv2306.php?id=t23
三立都会,http://sc2022.stream-link.org/tv2306.php?id=t24



🐼 电影,#genre#
粵語電影 1,http://epg.112114.xyz/douyu/1226741
粵語電影 1,http://maomao.kandiantv.cn/douyu1.php?id=1226741
粵語電影 2,http://maomao.kandiantv.cn/douyu1.php?id=6566671
粵語電影 2,http://epg.112114.xyz/douyu/6566671
粵語電影 3,http://epg.112114.xyz/douyu/5033502
粵語電影 4,http://maomao.kandiantv.cn/m3u8.php?/migu/625542372
贝爷影厅1,http://maomao.kandiantv.cn/douyu1.php?id=252802
贝爷影厅1,http://epg.112114.xyz/douyu/252802
贝爷影厅2,http://epg.112114.xyz/douyu/36337
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
女神金电影,http://epg.112114.xyz/douyu/747764
邦德影院,http://epg.112114.xyz/douyu/9292499
邦德影院,http://maomao.kandiantv.cn/douyu1.php?id=9292499
可乐电影,http://epg.112114.xyz/douyu/20415
怡寳影院,http://epg.112114.xyz/douyu/434971
欧美大片,http://epg.112114.xyz/douyu/2793084
谍战片,http://43.137.29.124/txdirect.flv.huya.com/src/1099531752780-1099531752780-86436234011869184-2199063629016-10057-A-0-1.m3u8??
原画FPS,http://epg.112114.xyz/douyu/431460
喜剧电影,http://maomao.kandiantv.cn/douyu1.php?id=9292492
好莱坞电影,https://dispatch.ulivetv.net/v/live/cl7ck1qkwzpc.m3u8?stream_id=cl7ck1qkwzpc&timestamp=1686304002&rand=AoZ0X4Q9p7&uuid=9b647b3816b2a66a&from=web&sign=7f42afd512bcb0ae1c10cc0af31b3163
CHC动作电影,http://live.cooltv.top/tv/aishang.php?id=chcdzdy
CHC家庭影院,http://live.cooltv.top/tv/aishang.php?id=chcjtyy
CHC高清电影,http://live.cooltv.top/tv/aishang.php?id=chcgqdy
CHC高清电影,http://www.51nas.top:4022/udp/239.81.0.240:4056
CHC家庭影院,http://www.51nas.top:4022/udp/239.81.0.238:4056
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
星卫电影台,https://dispatch.ulivetv.net/v/live/cl7cs387s6v4.m3u8?stream_id=cl7cs387s6v4&timestamp=1686313270&rand=eGwaHv2i0u&uuid=9b647b3816b2a66a&from=web&sign=935cd89a5b3583f05fdbaf834208f282
星卫电影台,http://pull-l3-cny.douyincdn.com/third/stream-80d54eadb8f343a8b837c22e336155d1.flv
卫视电影台,http://pull-l3-cny.douyincdn.com/third/stream-6de7ee8878da79aaf393c0f63081cb0c.m3u8
卫视电影台,http://pull-l3-cny.douyincdn.com/third/stream-6de7ee8878da79aaf393c0f63081cb0c.flv
美亚电影,http://pull-l3-cny.douyincdn.com/third/stream-b16e0049bdda5f54e62d3c9b694d81ff.flv
天映频道,http://pull-l3-cny.douyincdn.com/third/stream-4480903e93e7bf6ddde637e903c423a0.m3u8
天映频道,http://flv.mp4cdn.live/gt-key=85IUHH9OIYUFFJIJYRGDW8802.php?id=110
Now华剧,https://dispatch.ulivetv.net/v/live/ciw8gb4fs8g0.m3u8?stream_id=ciw8gb4fs8g0&timestamp=1686312968&rand=DA7ZJLonp8&uuid=9b647b3816b2a66a&from=web&sign=d479bdce858b795371c7a60de870ea75
数位电影台,http://pull-l3-cny.douyincdn.com/third/stream-6ea2b038f2ce633a65f0450895f6679e.flv
影院4K,http://159.75.85.63:35455/douyu/9249162
影院4K,http://epg.112114.xyz/douyu/9249162
60帧影院,http://epg.112114.xyz/douyu/323876
喜剧经典,http://maomao.kandiantv.cn/douyu1.php?id=9650887
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
冰冰经典电影,http://epg.112114.xyz/douyu/74374
漫威影片,http://epg.112114.xyz/douyu/6140589
麓山迷踪,http://epg.112114.xyz/douyu/4505431
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
豆瓣高分,http://epg.112114.xyz/douyu/8770422
霍格影片,http://epg.112114.xyz/douyu/8814650H
变种人电影,http://epg.112114.xyz/douyu/9651304
恐怖经典,http://epg.112114.xyz/douyu/1165374
禧剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
经典搞笑,http://diyp.112114.xyz/douyu/5429211
华语经典,http://diyp.112114.xyz/douyu/434971
吃米滴虫,http://epg.112114.xyz/douyu/315457
斗鱼電影111,http://epg.112114.xyz/douyu/8475821
斗鱼電影129,http://epg.112114.xyz/douyu/413573


🎗 其它,#genre#
广东珠江,http://php.ilpl.me/gdtv/gdzj.m3u8
广东珠江,http://app.nettv.vip/hls/itouch.php?id=1183
广东珠江,http://v2.91kds.cn/b9/itouchv3.m3u8?id=gdzj&auth=rinimabi
广东珠江,http://157.122.177.10:9901/tsfile/live/1007_1.m3u8
广东珠江,http://124.222.238.146:3328/SMBD/smtv.php?id=gdzj
广东民生,http://124.222.238.146:3328/SMBD/smtv.php?id=gdgg
广东民生,http://v2.91kds.cn/b9/itouchv3.m3u8?id=gdgg&auth=rinimabi
广东民生,http://app.nettv.vip/hls/itouch.php?id=1185
大湾区卫视,http://app.nettv.vip/hls/itouch.php?id=1197
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
大湾区卫视,http://v2.91kds.cn/b9/itouchtv.m3u8?fmt=hls&id=gdtvs2&auth=rinimabi
广东4K超高清,http://app.nettv.vip/hls/itouch.php?id=1198
南国都市4K,https://justsometime.gztv.com/sec/shenghuos.m3u8
纪录片,http://maomao.kandiantv.cn/douyu1.php?id=4360438
斗鱼纪录片,http://epg.112114.xyz/douyu/3485629
探索亚洲,http://pull-l3-cny.douyincdn.com/third/stream-8f0f5b53f8ad921929fc9ac8771cbd82.flv
探索亚洲,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571181&extension=ts
动物星球,http://pull-l3-cny.douyincdn.com/third/stream-eac374df3c06e8985d587224a056f483.flv
动物星球,http://129fy28039.zicp.fun:8181/tsfile/live/1213_1.m3u8
国家地理野生,http://pull-l3-cny.douyincdn.com/third/stream-9accc1d4ae7e4bfa7350249c05a0e3af.m3u8
国家地理频道,http://pull-l3-cny.douyincdn.com/third/stream-4f444d2b71e8fbab0a8802b9fa23ea5b.m3u8
国家地理野生,http://pull-l3-cny.douyincdn.com/third/stream-9accc1d4ae7e4bfa7350249c05a0e3af.flv
国家地理频道,http://pull-l3-cny.douyincdn.com/third/stream-4f444d2b71e8fbab0a8802b9fa23ea5b.flv
探索频道,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571210&extension=ts
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
金鹰纪实,http://222.128.98.255:4000/rtp/239.3.1.58:8156
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?blog.ntnas.top
欧美动感DJ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyMqg4gUo-uSR5AU.mp4
印度歌舞1,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguOCe9wUotr-RqQU.mp4
印度歌舞2,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguuCe9wUoyKfU-gI.mp4
印度歌舞3,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl_Ce9wUo6t-WdQ.mp4
印度歌舞4,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmeCe9wUoiJmTxgc.mp4
印度歌舞5,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgj_Ce9wUoqtHxJQ.mp4
印度歌舞6,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmuCe9wUokNHLuAQ.mp4
印度歌舞7,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgneCe9wUouKLe8Ac.mp4
印度歌舞9,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3N_e9wUogdbOaQ.mp4
印度歌舞10,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1t_e9wUouM_i8wM.mp4
迈阿密电TV2,http://59ec5453559f0.streamlock.net:1935/   JennyLive/JennyLive/playlist.m3u8
迈阿密电TV3,http://59ec5453559f0.streamlock.net:1935/   jennyforyou/jennyforyou/playlist.m3u8
迈阿密电TV1,https://59ec5453559f0.streamlock.net/  mexicotv/smil:miamitvmexicoROKU/playlist.m3u8
迈阿密电TV2,https://59ec5453559f0.streamlock.net/  JennyLive/JennyLive/playlist.m3u8
迈阿密电TV3,https://59ec5453559f0.streamlock.net/  jennyforyou/jennyforyou/playlist.m3u8
最誸惑軍中女神,https://cdn14.yzzy-tv1.com/20230606/24780_311c17ef/index.m3u8
一晃世界都震動了,https://cdn14.yzzy-tv1.com/20230606/24779_9f438166/index.m3u8
小皮鞭小皮靴连体皮衣,https://cdn14.yzzy-tv1.com/20230606/24778_c5011fb1/index.m3u8
我當你女友好嗎,https://cdn14.yzzy-tv1.com/20230606/24777_669452a2/index.m3u8




